id,user,uid,version,changeset,timestamp
6164461,TheDutchMan13,1330847,4,49230010,2017-06-03T21:44:48Z
6164474,poodoshi,10170569,4,79917197,2020-01-22T12:48:08Z
6164475,TheDutchMan13,1330847,4,49230010,2017-06-03T21:44:49Z
6164502,TheDutchMan13,1330847,3,49230010,2017-06-03T21:44:51Z
6164577,tejkante,10159517,4,79898768,2020-01-22T07:34:52Z
6164578,tejkante,10159517,4,79898768,2020-01-22T07:34:52Z
6164593,TheDutchMan13,1330847,4,49230010,2017-06-03T21:44:59Z
6164594,Mr_Brown,60650,4,7857370,2011-04-14T03:34:01Z
6164602,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:00Z
6164609,Didger85,2429366,5,28102629,2015-01-13T03:41:08Z
6164610,vatsomya,10327363,8,97291238,2021-01-11T08:46:44Z
6164616,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:01Z
6164617,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:01Z
6164633,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:02Z
6164654,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:04Z
6164670,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:06Z
6164673,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:06Z
6164685,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:07Z
6164706,mahahahaneapneap,28399,4,80502302,2020-02-04T00:14:51Z
6164707,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:09Z
6164719,balrog-kun,20587,2,4318130,2010-04-03T22:51:05Z
6164728,avssr,10173442,4,82377294,2020-03-19T07:03:17Z
6164733,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:10Z
6164741,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:11Z
6164753,Thadekam,10455646,6,80614436,2020-02-06T02:45:08Z
6164757,balrog-kun,20587,2,4318130,2010-04-03T22:51:13Z
6164760,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:12Z
6164786,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:14Z
6164799,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:16Z
6164824,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:17Z
6164844,dedNikifor,142776,3,13089969,2012-09-12T22:27:36Z
6164845,balrog-kun,20587,2,4318130,2010-04-03T22:51:34Z
6164869,balrog-kun,20587,2,4318130,2010-04-03T22:51:38Z
6164873,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:20Z
6164874,pathkh,10192131,5,80293405,2020-01-30T06:39:41Z
6164878,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:20Z
6164888,balrog-kun,20587,3,4318130,2010-04-03T22:51:43Z
6164892,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:22Z
6164893,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:22Z
6164900,sekta1,10255277,5,80628209,2020-02-06T08:23:25Z
6164905,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:23Z
6164906,Didger85,2429366,4,36021377,2015-12-18T04:32:42Z
6164934,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:25Z
6164950,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:26Z
6164953,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:27Z
6164970,gollabg,10127763,8,79823008,2020-01-21T01:36:04Z
6164979,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:28Z
6164983,tahuram,10145803,9,84047263,2020-04-24T08:23:24Z
6164984,ToeBee,262151,3,6571251,2010-12-07T06:16:58Z
6164996,sunilaak,10086280,8,77994308,2019-12-05T12:33:49Z
6164999,swaverma,10252559,6,83886236,2020-04-21T14:16:03Z
6165026,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:32Z
6165029,Luis Garcia-Lopez,4764681,11,69954174,2019-05-06T23:26:06Z
6165081,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:36Z
6165093,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:37Z
6165099,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:38Z
6165101,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:38Z
6165102,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:38Z
6165127,Kenyon Neal,7444466,8,55504225,2018-01-16T20:26:18Z
6165131,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:41Z
6165143,TheDutchMan13,1330847,4,49230010,2017-06-03T21:45:42Z
6165144,MikeM44,112919,4,10973712,2012-03-14T00:43:24Z
6165145,arjuu,10219371,4,83926091,2020-04-22T08:36:05Z
6165172,shkshar,10127776,11,83981027,2020-04-23T07:02:44Z
6165188,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:46Z
6165213,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:49Z
6165217,chachafish,2237750,5,59862508,2018-06-15T00:58:29Z
6165218,chachafish,2237750,3,59862508,2018-06-15T00:58:29Z
6165237,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:51Z
6165260,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:52Z
6165279,jdoniche,10173458,6,84187602,2020-04-27T09:30:31Z
6165306,sreelekk,10192132,6,83976754,2020-04-23T05:52:04Z
6165318,TheDutchMan13,1330847,3,49230010,2017-06-03T21:45:56Z
6165324,Luis Garcia-Lopez,4764681,3,76429290,2019-10-31T06:19:05Z
6165339,osm_ftw,179483,8,79095006,2020-01-02T01:05:42Z
6165342,bibasra,10252556,6,83997060,2020-04-23T11:01:57Z
6165360,vaidhev,10145809,19,84164512,2020-04-27T02:17:11Z
6165393,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:05Z
6165407,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:06Z
6165437,kumrrst,11676211,9,97505409,2021-01-14T16:13:01Z
6165440,Mr_Brown,60650,14,35561142,2015-11-24T22:11:16Z
6165486,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:11Z
6165498,El Pescador,7445879,6,62778407,2018-09-20T21:55:13Z
6165499,airangam,11640841,6,97536241,2021-01-15T06:48:42Z
6165508,TheDutchMan13,1330847,4,49230010,2017-06-03T21:46:13Z
6165514,TheDutchMan13,1330847,4,49230010,2017-06-03T21:46:13Z
6165530,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:14Z
6165540,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:15Z
6165556,balrog-kun,20587,2,4318130,2010-04-03T22:54:23Z
6165569,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:17Z
6165578,Grant Zimmerman,2774834,27,86270441,2020-06-06T07:05:02Z
6165579,TheDutchMan13,1330847,6,49230010,2017-06-03T21:46:18Z
6165582,rzsi,10173444,11,83929058,2020-04-22T09:18:04Z
6165606,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:20Z
6165609,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:21Z
6165610,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:21Z
6165624,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:22Z
6165625,Neal May,8653205,8,61415851,2018-08-06T21:12:24Z
6165639,chachafish,2237750,9,57267456,2018-03-17T13:55:42Z
6165640,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:24Z
6165668,MikeM44,112919,4,11965126,2012-06-21T05:30:10Z
6165676,TheDutchMan13,1330847,4,49230010,2017-06-03T21:46:27Z
6165677,Luis Garcia-Lopez,4764681,8,85358270,2020-05-18T05:05:02Z
6165681,TheDutchMan13,1330847,4,49230010,2017-06-03T21:46:27Z
6165683,TheDutchMan13,1330847,5,49230010,2017-06-03T21:46:28Z
6165693,TheDutchMan13,1330847,7,49230010,2017-06-03T21:46:29Z
6165712,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:31Z
6165725,balrog-kun,20587,2,4318130,2010-04-03T22:54:54Z
6165727,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:32Z
6165752,tahuram,10145803,6,83986761,2020-04-23T08:29:04Z
6165802,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:37Z
6165817,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:38Z
6165819,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:38Z
6165820,mahahahaneapneap,28399,4,80502302,2020-02-04T00:14:51Z
6165826,TheDutchMan13,1330847,4,49230010,2017-06-03T21:46:39Z
6165835,MikeM44,112919,3,10904751,2012-03-07T22:46:11Z
6165845,Didger85,2429366,3,36021582,2015-12-18T05:11:10Z
6165885,mahahahaneapneap,28399,4,80502302,2020-02-04T00:14:51Z
6165903,kumartcx,10208975,10,80776103,2020-02-10T05:51:30Z
6165910,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:46Z
6165919,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:47Z
6165953,TheDutchMan13,1330847,5,49230010,2017-06-03T21:46:48Z
6165961,kirashas,10114003,6,82241572,2020-03-16T06:41:04Z
6165965,rathjoth,10219370,6,84028620,2020-04-24T01:39:45Z
6165976,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:50Z
6165993,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:52Z
6165999,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:52Z
6166006,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:53Z
6166011,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:54Z
6166038,joelholdsworth,16703,4,43658821,2016-11-15T00:48:41Z
6166039,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:55Z
6166057,balrog-kun,20587,2,4318130,2010-04-03T22:55:59Z
6166058,TheDutchMan13,1330847,3,49230010,2017-06-03T21:46:56Z
6166079,TheDutchMan13,1330847,4,49230010,2017-06-03T21:46:57Z
6166080,TheDutchMan13,1330847,5,49230010,2017-06-03T21:46:58Z
6166085,Grant Zimmerman,2774834,17,86270441,2020-06-06T07:05:02Z
6166093,TheDutchMan13,1330847,5,49230010,2017-06-03T21:47:00Z
6166098,chepteja,10145718,7,83932534,2020-04-22T10:09:27Z
6166101,TheDutchMan13,1330847,4,49230010,2017-06-03T21:47:00Z
6166105,Mr_Brown,60650,13,33474501,2015-08-21T02:54:00Z
6166118,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:03Z
6166143,GPS_dr,117055,16,85064284,2020-05-12T06:31:21Z
6166184,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:06Z
6166194,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:06Z
6166205,Luis Garcia-Lopez,4764681,16,77474843,2019-11-24T06:07:05Z
6166207,SHREEUSH,10159528,13,85422837,2020-05-19T07:26:46Z
6166208,Krinkov,10645995,8,85015783,2020-05-11T09:50:09Z
6166209,TheDutchMan13,1330847,7,49230010,2017-06-03T21:47:08Z
6166210,Luis Garcia-Lopez,4764681,8,69944553,2019-05-06T17:11:50Z
6166221,TheDutchMan13,1330847,4,49230010,2017-06-03T21:47:09Z
6166224,TheDutchMan13,1330847,4,49230010,2017-06-03T21:47:10Z
6166248,gohimans,10145709,8,79832574,2020-01-21T05:55:09Z
6166251,jdoniche,10173458,5,84040186,2020-04-24T06:20:05Z
6166289,Neal May,8653205,7,61415851,2018-08-06T21:12:21Z
6166316,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:16Z
6166324,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:17Z
6166333,gpserror,9637872,6,91558439,2020-09-26T16:58:57Z
6166344,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:18Z
6166348,TheDutchMan13,1330847,4,49230010,2017-06-03T21:47:18Z
6166361,florinbadita_telenav,2959379,6,52760976,2017-10-09T13:58:01Z
6166366,TheDutchMan13,1330847,4,49230010,2017-06-03T21:47:21Z
6166382,TheDutchMan13,1330847,4,49230010,2017-06-03T21:47:21Z
6166405,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:24Z
6166406,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:24Z
6166441,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:28Z
6166458,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:29Z
6166472,balrog-kun,20587,2,4318130,2010-04-03T22:57:20Z
6166477,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:31Z
6166508,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:33Z
6166509,bibasra,10252556,9,83989987,2020-04-23T09:17:08Z
6166519,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:34Z
6166524,Neal May,8653205,6,61415851,2018-08-06T21:12:24Z
6166531,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:35Z
6166533,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:35Z
6166534,TheDutchMan13,1330847,5,49230010,2017-06-03T21:47:35Z
6166556,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:37Z
6166557,shkshar,10127776,8,84046803,2020-04-24T08:15:06Z
6166568,MikeM44,112919,3,10630058,2012-02-09T01:15:20Z
6166586,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:39Z
6166620,TheDutchMan13,1330847,5,49230010,2017-06-03T21:47:42Z
6166626,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:43Z
6166629,MikeM44,112919,3,11359030,2012-04-19T22:53:06Z
6166647,Mr_Brown,60650,4,43254818,2016-10-28T20:29:52Z
6166682,TheDutchMan13,1330847,4,49230010,2017-06-03T21:47:49Z
6166718,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:52Z
6166801,chatrags,10192113,8,79643389,2020-01-16T09:50:21Z
6166802,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:58Z
6166815,tekim,191112,6,30074268,2015-04-08T20:40:08Z
6166817,TheDutchMan13,1330847,3,49230010,2017-06-03T21:47:59Z
6166826,mcingara,10271430,6,83919482,2020-04-22T06:59:18Z
6166851,rkkasams,10271426,4,83981743,2020-04-23T07:14:30Z
6166864,TheDutchMan13,1330847,4,49230010,2017-06-03T21:48:01Z
6166867,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:01Z
6166868,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:02Z
6166883,TheDutchMan13,1330847,4,49230010,2017-06-03T21:48:02Z
6166885,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:03Z
6166888,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:03Z
6166903,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:04Z
6166914,gpserror,9637872,4,71304101,2019-06-16T15:50:14Z
6166921,Krinkov,10645995,8,85015783,2020-05-11T09:50:09Z
6166934,skharwal,10213716,16,84320673,2020-04-29T08:26:29Z
6166937,muthyamj,11734181,8,97534229,2021-01-15T06:19:00Z
6166941,vardhamk,10159523,5,85069726,2020-05-12T07:54:40Z
6166946,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:07Z
6166947,TheDutchMan13,1330847,4,49230010,2017-06-03T21:48:08Z
6166967,chhava,10127773,5,84036540,2020-04-24T05:16:09Z
6166969,nsx2000,259072,3,4401047,2010-04-12T04:36:46Z
6166970,nsx2000,259072,3,4401047,2010-04-12T04:36:46Z
6167023,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:13Z
6167051,TheDutchMan13,1330847,4,49230010,2017-06-03T21:48:15Z
6167055,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:16Z
6167056,TheDutchMan13,1330847,4,49230010,2017-06-03T21:48:16Z
6167067,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:17Z
6167085,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:18Z
6167087,GPS_dr,117055,3,7328954,2011-02-19T07:27:24Z
6167104,swarnimv,10127775,7,79823628,2020-01-21T01:57:47Z
6167113,MikeM44,112919,5,11359030,2012-04-19T22:22:20Z
6167142,vshnsa,10480276,13,81264253,2020-02-20T09:34:43Z
6167150,TheDutchMan13,1330847,4,49230010,2017-06-03T21:48:23Z
6167153,buchula,10173460,11,84032140,2020-04-24T03:44:33Z
6167156,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:24Z
6167186,TheDutchMan13,1330847,4,49230010,2017-06-03T21:48:25Z
6167192,ashleyannmathew,4994101,6,60900647,2018-07-20T09:59:33Z
6167214,poodoshi,10170569,3,79918395,2020-01-22T13:07:23Z
6167238,balrog-kun,20587,2,4318130,2010-04-03T23:00:03Z
6167244,TheDutchMan13,1330847,4,49230010,2017-06-03T21:48:28Z
6167251,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:29Z
6167253,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:29Z
6167260,AndreThib,8757716,3,68307478,2019-03-19T19:05:47Z
6167271,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:31Z
6167284,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:32Z
6167285,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:32Z
6167287,TheDutchMan13,1330847,3,49230010,2017-06-03T21:48:32Z
